__row,name,ra_1,dec_1,lii,bii,position_flag,radio_detect,flux_6_cm,ref_flux_6_cm,flux_20_cm,ref_flux_20_cm,redshift_flag,redshift,object_type,app_mag_flag,app_mag,bv_color,ub_color,abs_mag,ref_chart,ref_app_mag,ref_redshift,broad_type,class,__x_ra_dec,__y_ra_dec,__z_ra_dec,ra_2,dec_2,plate,mjd,fiberID,Separation
36765,SDSS J00074-0051,1.8525,-0.85138889,99.20387408,-61.67794596,O,N,,,,2068,,1.412,Q,V,20.15,0.28,-0.84,-23.9,,2068,2068,QSO,7200,0.032323022597777,0.99936701594152,-0.0148589925057537,1.8528207,-0.85168736,1090,52903,106,1.5770716823039805
55662,SDSS J00074+0036,1.855,0.6125,100.26702948,-60.30778768,O,N,,,,,,2.033,Q,V,19.65,0.33,-0.65,-25.0,,3,3,QSO,7200,0.0323683522777076,0.999418838623281,0.0106899380596158,1.854938,0.612512,9403,58018,973,0.22732968772241502
66095,UM 202,1.86291667,2.68666667,101.63689982,-58.35472157,O,Y,,1051,7.0,483,,0.3,Q,V,18.0,-0.29,-0.5,-23.0,1400,10,1012,QSO,7200,0.0324725683209801,0.998372856545598,0.0468739972652425,1.86272220000001,2.6869832,7852,56987,959,1.3369855147237837
59909,SDSS J00074+0106,1.87,1.10111111,100.62875791,-59.85345848,O,N,,,,1889,,0.466,S2,V,20.99,1.08,-0.81,-19.6,,1889,1889,AGN,7106,0.0326258371469166,0.99928287693892,0.0192168313501227,1.8701211,1.101123,669,52559,457,0.43797615943274376
89319,SDSS J00074+1458,1.87166667,14.96972222,107.3955533,-46.57191334,O,N,,,,,,1.138,Q,V,18.43,0.37,-0.55,-25.0,,3,3,QSO,7200,0.031552504614557,0.965547058888509,0.258308568429887,1.8715644,14.969776,751,52251,174,0.4049571094170288
36109,SDSS J00074-0054,1.875,-0.9075,99.20579063,-61.73839232,O,N,,,,,,0.145,S1,V,19.16,0.69,-0.1,-19.2,,3,3,AGN,7104,0.0327149787962936,0.99933922246665,-0.0158382007220058,1.8749695,-0.90779171,388,51793,121,1.0558790835709837
91689,SDSS J00075+1607,1.87833333,16.12555556,107.81094999,-45.45263943,O,Y,,,9.0,483,,3.501,Q,V,20.77,0.88,2.36,-25.6,,3,3,QSO,7200,0.0314876211901222,0.960139191143926,0.277743160746175,1.8784445,16.125697,751,52251,562,0.6380299339008
24226,SDSS J00075-0854,1.89791667,-8.90944444,91.25402087,-69.03954305,O,N,,,,,,1.778,Q,V,19.61,0.11,-0.57,-25.0,,3,3,QSO,7200,0.032719237102871,0.987392390216893,-0.154873236116435,1.8980171,-8.9097665,651,52141,417,1.2131887588966905
57501,SDSS J00075+0047,1.89833333,0.79583333,100.4751331,-60.15027111,O,N,,,,,,0.101,S2,V,19.04,0.77,0.65,-18.4,,3,951,AGN,7106,0.0331229100354218,0.999354769631388,0.0138894652806055,1.8981441,0.79578081,388,51793,539,0.7069160400392557
34942,SDSS J00075-0100,1.9,-1.01555556,99.17323165,-61.84822857,O,N,,,,2068,,1.281,Q,V,20.09,0.43,-0.45,-23.6,,2068,2068,QSO,7200,0.0331499703748659,0.99929322235492,-0.0177238601796163,1.8999733,-1.0157416,686,52519,130,0.6766041509567282
